year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,fire_on_peatlands_hectares
"2016","INDONESIA","ID","LAMPUNG TENGAH","ID-1805","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","LAMPUNG TIMUR","ID-1804","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","LAMPUNG UTARA","ID-1806","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","LANDAK","ID-6103","KALIMANTAN BARAT","ID-61","193.860000000006"
"2016","INDONESIA","ID","LANGKAT","ID-1213","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","LANGSA (KOTA)","ID-1173","ACEH","ID-11","0"
"2016","INDONESIA","ID","LANNY JAYA","ID-9430","PAPUA","ID-94","0"
"2016","INDONESIA","ID","LEBAK","ID-3602","BANTEN","ID-36","0"
"2016","INDONESIA","ID","LEBONG","ID-1707","BENGKULU","ID-17","0"
"2016","INDONESIA","ID","LEMBATA","ID-5308","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","LHOKSEUMAWE (KOTA)","ID-1174","ACEH","ID-11","0"
"2016","INDONESIA","ID","LIMAPULUHKOTA","ID-1308","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","LINGGA","ID-2104","KEP. RIAU","ID-21","0"
"2016","INDONESIA","ID","LOMBOK BARAT","ID-5201","NUSA TENGGARA BARAT","ID-52","0"
"2016","INDONESIA","ID","LOMBOK TENGAH","ID-5202","NUSA TENGGARA BARAT","ID-52","0"
"2016","INDONESIA","ID","LOMBOK TIMUR","ID-5203","NUSA TENGGARA BARAT","ID-52","0"
"2016","INDONESIA","ID","LUBUK LINGGAU (KOTA)","ID-1674","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","LUMAJANG","ID-3508","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","LUWU","ID-7317","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","LUWU TIMUR","ID-7325","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","LUWU UTARA","ID-7322","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","MADIUN","ID-3519","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","MAGELANG","ID-3308","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","MAGETAN","ID-3520","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","MAHAKAM ULU","ID-6411","KALIMANTAN TIMUR","ID-64","0"
"2016","INDONESIA","ID","MAJALENGKA","ID-3210","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","MAJENE","ID-7601","SULAWESI BARAT","ID-76","0"
"2016","INDONESIA","ID","MAKASSAR (KOTA)","ID-7371","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","MALAKA","ID-5321","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","MALANG","ID-3507","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","MALANG (KOTA)","ID-3573","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","MALINAU","ID-6501","KALIMANTAN UTARA","ID-65","0"
"2016","INDONESIA","ID","MALUKU BARAT DAYA","ID-8108","MALUKU","ID-81","0"
"2016","INDONESIA","ID","MALUKU TENGAH","ID-8103","MALUKU","ID-81","0"
"2016","INDONESIA","ID","MALUKU TENGGARA","ID-8102","MALUKU","ID-81","0"
"2016","INDONESIA","ID","MALUKU TENGGARA BARAT","ID-8101","MALUKU","ID-81","0"
"2016","INDONESIA","ID","MAMASA","ID-7603","SULAWESI BARAT","ID-76","0"
"2016","INDONESIA","ID","MAMBERAMO RAYA","ID-9428","PAPUA","ID-94","0"
"2016","INDONESIA","ID","MAMBERAMO TENGAH","ID-9431","PAPUA","ID-94","0"
"2016","INDONESIA","ID","MAMUJU","ID-7604","SULAWESI BARAT","ID-76","0"
"2016","INDONESIA","ID","MAMUJU TENGAH","ID-7606","SULAWESI BARAT","ID-76","0"
"2016","INDONESIA","ID","MAMUJU UTARA","ID-7605","SULAWESI BARAT","ID-76","0"
"2016","INDONESIA","ID","MANADO (KOTA)","ID-7171","SULAWESI UTARA","ID-71","0"
"2016","INDONESIA","ID","MANDAILING NATAL","ID-1202","SUMATERA UTARA","ID-12","147.320823529415"
"2016","INDONESIA","ID","MANGGARAI","ID-5313","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","MANGGARAI BARAT","ID-5315","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","MANGGARAI TIMUR","ID-5319","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","MANOKWARI","ID-9105","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","MANOKWARI SELATAN","ID-9111","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","MAPPI","ID-9414","PAPUA","ID-94","408.850588235293"
"2016","INDONESIA","ID","MAROS","ID-7308","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","MAYBRAT","ID-9110","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","MEDAN (KOTA)","ID-1275","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","MELAWI","ID-6110","KALIMANTAN BARAT","ID-61","0"
"2016","INDONESIA","ID","MEMPAWAH","ID-6104","KALIMANTAN BARAT","ID-61","203.662588235298"
"2016","INDONESIA","ID","MERANGIN","ID-1502","JAMBI","ID-15","0"
"2016","INDONESIA","ID","MERAUKE","ID-9401","PAPUA","ID-94","0"
"2016","INDONESIA","ID","MESUJI","ID-1811","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","MIMIKA","ID-9412","PAPUA","ID-94","0"
"2016","INDONESIA","ID","MINAHASA","ID-7102","SULAWESI UTARA","ID-71","0"
"2016","INDONESIA","ID","MINAHASA SELATAN","ID-7105","SULAWESI UTARA","ID-71","0"
"2016","INDONESIA","ID","MINAHASA TENGGARA","ID-7109","SULAWESI UTARA","ID-71","0"
"2016","INDONESIA","ID","MINAHASA UTARA","ID-7106","SULAWESI UTARA","ID-71","0"
"2016","INDONESIA","ID","MOJOKERTO","ID-3516","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","MOROTAI","ID-8207","MALUKU UTARA","ID-82","0"
"2016","INDONESIA","ID","MOROWALI","ID-7203","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","MOROWALI UTARA","ID-7212","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","MUARA ENIM","ID-1603","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","MUARO JAMBI","ID-1505","JAMBI","ID-15","6585.28058823908"
"2016","INDONESIA","ID","MUKO-MUKO","ID-1706","BENGKULU","ID-17","0"
"2016","INDONESIA","ID","MUNA","ID-7402","SULAWESI TENGGARA","ID-74","0"
"2016","INDONESIA","ID","MUNA BARAT","ID-7413","SULAWESI TENGGARA","ID-74","0"
"2016","INDONESIA","ID","MURUNG RAYA","ID-6213","KALIMANTAN TENGAH","ID-62","0"
"2016","INDONESIA","ID","MUSI BANYUASIN","ID-1606","SUMATERA SELATAN","ID-16","3265.38317647035"
"2016","INDONESIA","ID","MUSI RAWAS","ID-1605","SUMATERA SELATAN","ID-16","1831.1389411759"
"2016","INDONESIA","ID","MUSI RAWAS UTARA","ID-1613","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","NABIRE","ID-9404","PAPUA","ID-94","53.4600000000008"
"2016","INDONESIA","ID","NAGAN RAYA","ID-1115","ACEH","ID-11","255.957882352947"
"2016","INDONESIA","ID","NAGEKEO","ID-5318","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","NATUNA","ID-2103","KEP. RIAU","ID-21","0"
"2016","INDONESIA","ID","NDUGA","ID-9429","PAPUA","ID-94","0"
"2016","INDONESIA","ID","NGADA","ID-5312","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","NGANJUK","ID-3518","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","NGAWI","ID-3521","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","NIAS","ID-1201","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","NIAS BARAT","ID-1225","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","NIAS SELATAN","ID-1214","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","NIAS UTARA","ID-1224","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","NUNUKAN","ID-6504","KALIMANTAN UTARA","ID-65","1235.60117647054"
"2016","INDONESIA","ID","OGAN ILIR","ID-1610","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","OGAN KOMERING ILIR","ID-1602","SUMATERA SELATAN","ID-16","648.265058823548"
"2016","INDONESIA","ID","OGAN KOMERING ULU","ID-1601","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","OGAN KOMERING ULU SELATAN","ID-1608","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","OGAN KOMERING ULU TIMUR","ID-1609","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","PACITAN","ID-3501","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PADANG (KOTA)","ID-1371","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","PADANG LAWAS","ID-1221","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","PADANG LAWAS UTARA","ID-1220","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","PADANG PARIAMAN","ID-1306","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","PADANG SIDEMPUAN (KOTA)","ID-1277","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","PAKPAK BHARAT","ID-1216","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","PALANGKA RAYA (KOTA)","ID-6271","KALIMANTAN TENGAH","ID-62","0"
"2016","INDONESIA","ID","PALEMBANG (KOTA)","ID-1671","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","PALOPO (KOTA)","ID-7373","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","PALU (KOTA)","ID-7271","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","PAMEKASAN","ID-3528","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PANDEGLANG","ID-3601","BANTEN","ID-36","0"
"2016","INDONESIA","ID","PANGANDARAN","ID-3218","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","PANGKAJENE KEPULAUAN","ID-7309","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","PANGKAL PINANG (KOTA)","ID-1971","KEP. BANGKA BELITUNG","ID-19","0"
"2016","INDONESIA","ID","PANIAI","ID-9410","PAPUA","ID-94","0"
"2016","INDONESIA","ID","PARIAMAN (KOTA)","ID-1377","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","PARIGI MOUTONG","ID-7208","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","PASAMAN","ID-1309","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","PASAMAN BARAT","ID-1312","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","PASER","ID-6401","KALIMANTAN TIMUR","ID-64","0"
"2016","INDONESIA","ID","PASURUAN","ID-3514","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PASURUAN (KOTA)","ID-3575","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PATI","ID-3318","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","PEGUNUNGAN ARFAK","ID-9112","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","PEGUNUNGAN BINTANG","ID-9417","PAPUA","ID-94","0"
"2016","INDONESIA","ID","PEKALONGAN","ID-3326","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","PEKANBARU (KOTA)","ID-1471","RIAU","ID-14","0"
"2016","INDONESIA","ID","PELALAWAN","ID-1404","RIAU","ID-14","8230.67647058776"
"2016","INDONESIA","ID","PEMALANG","ID-3327","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","PEMATANG SIANTAR (KOTA)","ID-1273","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","PENAJAM PASER UTARA","ID-6409","KALIMANTAN TIMUR","ID-64","0"
"2016","INDONESIA","ID","PENUKAL ABAB LEMATANG ILIR","ID-1612","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","PESAWARAN","ID-1809","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","PESISIR BARAT","ID-1813","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","PESISIR SELATAN","ID-1302","SUMATERA BARAT","ID-13","811.155882352963"
"2016","INDONESIA","ID","PIDIE","ID-1109","ACEH","ID-11","0"
"2016","INDONESIA","ID","PIDIE JAYA","ID-1118","ACEH","ID-11","0"
"2016","INDONESIA","ID","PINRANG","ID-7315","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","POHUWATO","ID-7503","GORONTALO","ID-75","0"
"2016","INDONESIA","ID","POLEWALI MANDAR","ID-7602","SULAWESI BARAT","ID-76","0"
"2016","INDONESIA","ID","PONOROGO","ID-3502","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PONTIANAK (KOTA)","ID-6171","KALIMANTAN BARAT","ID-61","0"
"2016","INDONESIA","ID","POSO","ID-7204","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","PRABUMULIH (KOTA)","ID-1672","SUMATERA SELATAN","ID-16","0"
"2016","INDONESIA","ID","PRINGSEWU","ID-1810","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","PROBOLINGGO","ID-3513","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PROBOLINGGO (KOTA)","ID-3574","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","PULANG PISAU","ID-6210","KALIMANTAN TENGAH","ID-62","0"
"2016","INDONESIA","ID","PULAU TALIABU","ID-8208","MALUKU UTARA","ID-82","0"
"2016","INDONESIA","ID","PUNCAK","ID-9433","PAPUA","ID-94","0"
"2016","INDONESIA","ID","PUNCAK JAYA","ID-9411","PAPUA","ID-94","0"
"2016","INDONESIA","ID","PURBALINGGA","ID-3303","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","PURWAKARTA","ID-3214","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","PURWOREJO","ID-3306","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","RAJA AMPAT","ID-9108","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","REJANG LEBONG","ID-1702","BENGKULU","ID-17","0"
"2016","INDONESIA","ID","REMBANG","ID-3317","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","ROKAN HILIR","ID-1409","RIAU","ID-14","7950.75070588228"
"2016","INDONESIA","ID","ROKAN HULU","ID-1407","RIAU","ID-14","2540.86517647059"
"2016","INDONESIA","ID","ROTE NDAO","ID-5314","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SABANG (KOTA)","ID-1172","ACEH","ID-11","0"
"2016","INDONESIA","ID","SABU RAIJUA","ID-5320","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SALATIGA (KOTA)","ID-3373","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","SAMARINDA (KOTA)","ID-6472","KALIMANTAN TIMUR","ID-64","0"
"2016","INDONESIA","ID","SAMBAS","ID-6101","KALIMANTAN BARAT","ID-61","1571.83552941182"
"2016","INDONESIA","ID","SAMOSIR","ID-1217","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","SAMPANG","ID-3527","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","SANGGAU","ID-6105","KALIMANTAN BARAT","ID-61","426.744705882353"
"2016","INDONESIA","ID","SARMI","ID-9419","PAPUA","ID-94","0"
"2016","INDONESIA","ID","SAROLANGUN","ID-1503","JAMBI","ID-15","92.4300000000018"
"2016","INDONESIA","ID","SAWAHLUNTO (KOTA)","ID-1373","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","SEKADAU","ID-6109","KALIMANTAN BARAT","ID-61","0"
"2016","INDONESIA","ID","SELUMA","ID-1705","BENGKULU","ID-17","0"
"2016","INDONESIA","ID","SEMARANG","ID-3322","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","SEMARANG (KOTA)","ID-3374","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","SERAM BAGIAN BARAT","ID-8106","MALUKU","ID-81","0"
"2016","INDONESIA","ID","SERAM BAGIAN TIMUR","ID-8107","MALUKU","ID-81","0"
"2016","INDONESIA","ID","SERANG","ID-3604","BANTEN","ID-36","0"
"2016","INDONESIA","ID","SERANG (KOTA)","ID-3673","BANTEN","ID-36","0"
"2016","INDONESIA","ID","SERDANG BEDAGAI","ID-1218","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","SERUYAN","ID-6208","KALIMANTAN TENGAH","ID-62","0.523764705882353"
"2016","INDONESIA","ID","SIAK","ID-1405","RIAU","ID-14","8475.71929411713"
"2016","INDONESIA","ID","SIBOLGA (KOTA)","ID-1271","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","SIDENRENG RAPPANG","ID-7314","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","SIDOARJO","ID-3515","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","SIGI","ID-7210","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","SIJUNJUNG","ID-1304","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","SIKKA","ID-5310","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SIMALUNGUN","ID-1209","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","SIMEULUE","ID-1101","ACEH","ID-11","0"
"2016","INDONESIA","ID","SINGKAWANG (KOTA)","ID-6172","KALIMANTAN BARAT","ID-61","0"
"2016","INDONESIA","ID","SINJAI","ID-7307","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","SINTANG","ID-6107","KALIMANTAN BARAT","ID-61","0"
"2016","INDONESIA","ID","SITUBONDO","ID-3512","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","SLEMAN","ID-3404","D I YOGYAKARTA","ID-34","0"
"2016","INDONESIA","ID","SOLOK","ID-1303","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","SOLOK SELATAN","ID-1310","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","SOPPENG","ID-7312","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","SORONG","ID-9107","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","SORONG (KOTA)","ID-9171","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","SORONG SELATAN","ID-9106","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","SRAGEN","ID-3314","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","SUBANG","ID-3213","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","SUBULUSSALAM (KOTA)","ID-1175","ACEH","ID-11","0"
"2016","INDONESIA","ID","SUKABUMI","ID-3202","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","SUKABUMI (KOTA)","ID-3272","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","SUKAMARA","ID-6206","KALIMANTAN TENGAH","ID-62","0"
"2016","INDONESIA","ID","SUKOHARJO","ID-3311","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","SUMBA BARAT","ID-5301","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SUMBA BARAT DAYA","ID-5317","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SUMBA TENGAH","ID-5316","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SUMBA TIMUR","ID-5302","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","SUMBAWA","ID-5204","NUSA TENGGARA BARAT","ID-52","0"
"2016","INDONESIA","ID","SUMBAWA BARAT","ID-5207","NUSA TENGGARA BARAT","ID-52","0"
"2016","INDONESIA","ID","SUMEDANG","ID-3211","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","SUMENEP","ID-3529","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","SUNGAI PENUH (KOTA)","ID-1572","JAMBI","ID-15","0"
"2016","INDONESIA","ID","SUPIORI","ID-9427","PAPUA","ID-94","0"
"2016","INDONESIA","ID","SURABAYA (KOTA)","ID-3578","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","TABALONG","ID-6309","KALIMANTAN SELATAN","ID-63","0"
"2016","INDONESIA","ID","TABANAN","ID-5102","BALI","ID-51","0"
"2016","INDONESIA","ID","TAKALAR","ID-7305","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","TAMBRAUW","ID-9109","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","TANAH BUMBU","ID-6310","KALIMANTAN SELATAN","ID-63","0"
"2016","INDONESIA","ID","TANAH DATAR","ID-1305","SUMATERA BARAT","ID-13","0"
"2016","INDONESIA","ID","TANAH LAUT","ID-6301","KALIMANTAN SELATAN","ID-63","0"
"2016","INDONESIA","ID","TANA TIDUNG","ID-6503","KALIMANTAN UTARA","ID-65","0"
"2016","INDONESIA","ID","TANA TORAJA","ID-7318","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","TANGERANG","ID-3603","BANTEN","ID-36","0"
"2016","INDONESIA","ID","TANGERANG (KOTA)","ID-3671","BANTEN","ID-36","0"
"2016","INDONESIA","ID","TANGERANG SELATAN (KOTA)","ID-3674","BANTEN","ID-36","0"
"2016","INDONESIA","ID","TANGGAMUS","ID-1802","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","TANJUNG JABUNG BARAT","ID-1507","JAMBI","ID-15","0"
"2016","INDONESIA","ID","TANJUNG JABUNG TIMUR","ID-1506","JAMBI","ID-15","0"
"2016","INDONESIA","ID","TANJUNG PINANG (KOTA)","ID-2172","KEP. RIAU","ID-21","0"
"2016","INDONESIA","ID","TAPANULI SELATAN","ID-1203","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","TAPANULI TENGAH","ID-1204","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","TAPANULI UTARA","ID-1205","SUMATERA UTARA","ID-12","121.863529411768"
"2016","INDONESIA","ID","TAPIN","ID-6305","KALIMANTAN SELATAN","ID-63","55.155176470589"
"2016","INDONESIA","ID","TARAKAN (KOTA)","ID-6571","KALIMANTAN UTARA","ID-65","21.42"
"2016","INDONESIA","ID","TASIKMALAYA","ID-3206","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","TASIKMALAYA (KOTA)","ID-3278","JAWA BARAT","ID-32","0"
"2016","INDONESIA","ID","TEBING TINGGI (KOTA)","ID-1274","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","TEBO","ID-1508","JAMBI","ID-15","0"
"2016","INDONESIA","ID","TEGAL","ID-3328","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","TELUK BINTUNI","ID-9104","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","TELUK WONDAMA","ID-9103","PAPUA BARAT","ID-91","0"
"2016","INDONESIA","ID","TEMANGGUNG","ID-3323","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","TERNATE (KOTA)","ID-8271","MALUKU UTARA","ID-82","0"
"2016","INDONESIA","ID","TIMOR TENGAH SELATAN","ID-5304","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","TIMOR TENGAH UTARA","ID-5305","NUSA TENGGARA TIMUR","ID-53","0"
"2016","INDONESIA","ID","TOBA SAMOSIR","ID-1206","SUMATERA UTARA","ID-12","0"
"2016","INDONESIA","ID","TOJO UNA-UNA","ID-7209","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","TOLIKARA","ID-9418","PAPUA","ID-94","26.64"
"2016","INDONESIA","ID","TOLI-TOLI","ID-7206","SULAWESI TENGAH","ID-72","0"
"2016","INDONESIA","ID","TORAJA UTARA","ID-7326","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","TRENGGALEK","ID-3503","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","TUAL (KOTA)","ID-8172","MALUKU","ID-81","0"
"2016","INDONESIA","ID","TUBAN","ID-3523","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","TULANG BAWANG","ID-1808","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","TULANG BAWANG BARAT","ID-1812","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","TULUNGAGUNG","ID-3504","JAWA TIMUR","ID-35","0"
"2016","INDONESIA","ID","WAJO","ID-7313","SULAWESI SELATAN","ID-73","0"
"2016","INDONESIA","ID","WAKATOBI","ID-7407","SULAWESI TENGGARA","ID-74","0"
"2016","INDONESIA","ID","WAROPEN","ID-9426","PAPUA","ID-94","0"
"2016","INDONESIA","ID","WAY KANAN","ID-1807","LAMPUNG","ID-18","0"
"2016","INDONESIA","ID","WONOGIRI","ID-3312","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","WONOSOBO","ID-3307","JAWA TENGAH","ID-33","0"
"2016","INDONESIA","ID","YAHUKIMO","ID-9416","PAPUA","ID-94","0"
"2016","INDONESIA","ID","YOGYAKARTA (KOTA)","ID-3471","D I YOGYAKARTA","ID-34","0"
"2017","INDONESIA","ID","ACEH BARAT","ID-1107","ACEH","ID-11","1843.30835294112"
"2017","INDONESIA","ID","ACEH BARAT DAYA","ID-1112","ACEH","ID-11","0"
"2017","INDONESIA","ID","ACEH BESAR","ID-1108","ACEH","ID-11","0"
"2017","INDONESIA","ID","ACEH JAYA","ID-1116","ACEH","ID-11","61.2952941176481"
"2017","INDONESIA","ID","ACEH SELATAN","ID-1103","ACEH","ID-11","163.592823529416"
"2017","INDONESIA","ID","ACEH SINGKIL","ID-1102","ACEH","ID-11","344.953058823513"
"2017","INDONESIA","ID","ACEH TAMIANG","ID-1114","ACEH","ID-11","0"
"2017","INDONESIA","ID","ACEH TENGAH","ID-1106","ACEH","ID-11","0"
"2017","INDONESIA","ID","ACEH TENGGARA","ID-1104","ACEH","ID-11","0"
"2017","INDONESIA","ID","ACEH TIMUR","ID-1105","ACEH","ID-11","0"
"2017","INDONESIA","ID","ACEH UTARA","ID-1111","ACEH","ID-11","0"
"2017","INDONESIA","ID","AGAM","ID-1307","SUMATERA BARAT","ID-13","0"
"2017","INDONESIA","ID","ALOR","ID-5307","NUSA TENGGARA TIMUR","ID-53","0"
"2017","INDONESIA","ID","AMBON (KOTA)","ID-8171","MALUKU","ID-81","0"
"2017","INDONESIA","ID","ASAHAN","ID-1208","SUMATERA UTARA","ID-12","0"
"2017","INDONESIA","ID","ASMAT","ID-9415","PAPUA","ID-94","0"
"2017","INDONESIA","ID","BADUNG","ID-5103","BALI","ID-51","0"
"2017","INDONESIA","ID","BALANGAN","ID-6311","KALIMANTAN SELATAN","ID-63","0"
"2017","INDONESIA","ID","BALIKPAPAN (KOTA)","ID-6471","KALIMANTAN TIMUR","ID-64","0"
"2017","INDONESIA","ID","BANDA ACEH (KOTA)","ID-1171","ACEH","ID-11","0"
"2017","INDONESIA","ID","BANDAR LAMPUNG (KOTA)","ID-1871","LAMPUNG","ID-18","0"
