year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,natural_forest_area_hectares
"2001","INDONESIA","ID","LUWU","ID-7317","SULAWESI SELATAN","ID-73","159774.045176609"
"2001","INDONESIA","ID","LUWU TIMUR","ID-7325","SULAWESI SELATAN","ID-73","160052.350588182"
"2001","INDONESIA","ID","LUWU UTARA","ID-7322","SULAWESI SELATAN","ID-73","331473.32294039"
"2001","INDONESIA","ID","MADIUN","ID-3519","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","MAGELANG","ID-3308","JAWA TENGAH","ID-33","4.94964705882352"
"2001","INDONESIA","ID","MAGETAN","ID-3520","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","MAHAKAM ULU","ID-6411","KALIMANTAN TIMUR","ID-64","403543.037644448"
"2001","INDONESIA","ID","MAJALENGKA","ID-3210","JAWA BARAT","ID-32","2700.83611764711"
"2001","INDONESIA","ID","MAJENE","ID-7601","SULAWESI BARAT","ID-76","120588.83082365"
"2001","INDONESIA","ID","MAKASSAR (KOTA)","ID-7371","SULAWESI SELATAN","ID-73","21.87"
"2001","INDONESIA","ID","MALAKA","ID-5321","NUSA TENGGARA TIMUR","ID-53","0"
"2001","INDONESIA","ID","MALANG","ID-3507","JAWA TIMUR","ID-35","47009.823176496"
"2001","INDONESIA","ID","MALANG (KOTA)","ID-3573","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","MALINAU","ID-6501","KALIMANTAN UTARA","ID-65","2868057.28797209"
"2001","INDONESIA","ID","MALUKU BARAT DAYA","ID-8108","MALUKU","ID-81","184701.929647269"
"2001","INDONESIA","ID","MALUKU TENGAH","ID-8103","MALUKU","ID-81","991213.479523652"
"2001","INDONESIA","ID","MALUKU TENGGARA","ID-8102","MALUKU","ID-81","26783.2856470745"
"2001","INDONESIA","ID","MALUKU TENGGARA BARAT","ID-8101","MALUKU","ID-81","239271.188823554"
"2001","INDONESIA","ID","MAMASA","ID-7603","SULAWESI BARAT","ID-76","172420.655294305"
"2001","INDONESIA","ID","MAMBERAMO RAYA","ID-9428","PAPUA","ID-94","827918.612458345"
"2001","INDONESIA","ID","MAMBERAMO TENGAH","ID-9431","PAPUA","ID-94","67214.4635295036"
