year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,deforestation_hectares
"2006","INDONESIA","ID","BENGKULU","ID-17","SUMATERA","ID-SM","1800.09494117649"
"2006","INDONESIA","ID","D I YOGYAKARTA","ID-34","JAWA","ID-JW","0"
"2006","INDONESIA","ID","DKI JAKARTA","ID-31","JAWA","ID-JW","0"
"2006","INDONESIA","ID","GORONTALO","ID-75","SULAWESI","ID-SL","1645.83458823532"
"2006","INDONESIA","ID","JAMBI","ID-15","SUMATERA","ID-SM","45349.5402352942"
"2006","INDONESIA","ID","JAWA BARAT","ID-32","JAWA","ID-JW","135.691764705882"
"2006","INDONESIA","ID","JAWA TENGAH","ID-33","JAWA","ID-JW","103.95"
"2006","INDONESIA","ID","JAWA TIMUR","ID-35","JAWA","ID-JW","556.191529411769"
"2006","INDONESIA","ID","KALIMANTAN BARAT","ID-61","KALIMANTAN","ID-KA","60314.6562353"
"2006","INDONESIA","ID","KALIMANTAN SELATAN","ID-63","KALIMANTAN","ID-KA","13229.9883529413"
"2006","INDONESIA","ID","KALIMANTAN TENGAH","ID-62","KALIMANTAN","ID-KA","78362.8034117663"
"2006","INDONESIA","ID","KALIMANTAN TIMUR","ID-64","KALIMANTAN","ID-KA","28482.8025882368"
"2006","INDONESIA","ID","KALIMANTAN UTARA","ID-65","KALIMANTAN","ID-KA","17315.4218823531"
"2006","INDONESIA","ID","KEP. BANGKA BELITUNG","ID-19","SUMATERA","ID-SM","4081.63870588192"
"2006","INDONESIA","ID","KEP. RIAU","ID-21","SUMATERA","ID-SM","1659.29294117652"
"2006","INDONESIA","ID","LAMPUNG","ID-18","SUMATERA","ID-SM","648.26470588236"
"2006","INDONESIA","ID","MALUKU","ID-81","MALUKU","ID-ML","4777.23882352942"
"2006","INDONESIA","ID","MALUKU UTARA","ID-82","MALUKU","ID-ML","7216.86000000011"
"2006","INDONESIA","ID","NUSA TENGGARA BARAT","ID-52","NUSA TENGGARA","ID-NU","328.230000000003"
"2006","INDONESIA","ID","NUSA TENGGARA TIMUR","ID-53","NUSA TENGGARA","ID-NU","410.038235294119"
"2006","INDONESIA","ID","PAPUA","ID-94","PAPUA","ID-PP","16211.8101176483"
"2006","INDONESIA","ID","PAPUA BARAT","ID-91","PAPUA","ID-PP","10525.1696470588"
"2006","INDONESIA","ID","RIAU","ID-14","SUMATERA","ID-SM","133681.111764708"
"2006","INDONESIA","ID","SULAWESI BARAT","ID-76","SULAWESI","ID-SL","2465.38164705887"
