year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,natural_forest_area_hectares
"2008","INDONESIA","ID","JAMBI","ID-15","SUMATERA","ID-SM","1901384.2231751"
"2008","INDONESIA","ID","JAWA BARAT","ID-32","JAWA","ID-JW","292999.79329419"
"2008","INDONESIA","ID","JAWA TENGAH","ID-33","JAWA","ID-JW","87828.2597647163"
"2008","INDONESIA","ID","JAWA TIMUR","ID-35","JAWA","ID-JW","263742.211764878"
"2008","INDONESIA","ID","KALIMANTAN BARAT","ID-61","KALIMANTAN","ID-KA","9456209.71792952"
"2008","INDONESIA","ID","KALIMANTAN SELATAN","ID-63","KALIMANTAN","ID-KA","1000123.42058821"
"2008","INDONESIA","ID","KALIMANTAN TENGAH","ID-62","KALIMANTAN","ID-KA","7669640.36995489"
"2008","INDONESIA","ID","KALIMANTAN TIMUR","ID-64","KALIMANTAN","ID-KA","6513296.62016944"
"2008","INDONESIA","ID","KALIMANTAN UTARA","ID-65","KALIMANTAN","ID-KA","3895934.25067777"
"2008","INDONESIA","ID","KEP. BANGKA BELITUNG","ID-19","SUMATERA","ID-SM","252415.044353108"
"2008","INDONESIA","ID","KEP. RIAU","ID-21","SUMATERA","ID-SM","221511.702706041"
"2008","INDONESIA","ID","LAMPUNG","ID-18","SUMATERA","ID-SM","262153.757647282"
"2008","INDONESIA","ID","MALUKU","ID-81","MALUKU","ID-ML","3074107.17175363"
"2008","INDONESIA","ID","MALUKU UTARA","ID-82","MALUKU","ID-ML","2241114.60317676"
"2008","INDONESIA","ID","NUSA TENGGARA BARAT","ID-52","NUSA TENGGARA","ID-NU","450899.842235716"
"2008","INDONESIA","ID","NUSA TENGGARA TIMUR","ID-53","NUSA TENGGARA","ID-NU","170832.694941204"
"2008","INDONESIA","ID","PAPUA","ID-94","PAPUA","ID-PP","25201726.2926825"
"2008","INDONESIA","ID","PAPUA BARAT","ID-91","PAPUA","ID-PP","9671917.35666317"
"2008","INDONESIA","ID","RIAU","ID-14","SUMATERA","ID-SM","2629962.09847039"
"2008","INDONESIA","ID","SULAWESI BARAT","ID-76","SULAWESI","ID-SL","353371.270235628"
"2008","INDONESIA","ID","SULAWESI SELATAN","ID-73","SULAWESI","ID-SL","1173142.93658805"
"2008","INDONESIA","ID","SULAWESI TENGAH","ID-72","SULAWESI","ID-SL","5420945.97740064"
"2008","INDONESIA","ID","SULAWESI TENGGARA","ID-74","SULAWESI","ID-SL","1614355.88117502"
"2008","INDONESIA","ID","SULAWESI UTARA","ID-71","SULAWESI","ID-SL","686911.556471284"
"2008","INDONESIA","ID","SUMATERA BARAT","ID-13","SUMATERA","ID-SM","2561474.01211658"
